Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Borough,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Sylvan Parking 136-33 37th Ave - Tesla Destination,136-33 37th Ave,,Flushing,NY,11354,Queens,,718-762-2729  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.761959,-73.829813,10/6/2022,150586,2023-01-18 15:15:20 UTC,P,,,3/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,IMPark 92-77 Queens Blvd - Tesla Destination,92-77 Queens Blvd,,Rego Park,NY,11374,Queens,,212-937-8660  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.732255,-73.866674,10/6/2022,150587,2023-01-18 15:15:20 UTC,P,,,3/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,300 W 135 St - Little Man Parking - Tesla Destination,300 W 135 St,,New York,NY,10030,Manhattan,,212-714-3571  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.816777,-73.947435,10/6/2022,150596,2023-01-18 15:15:20 UTC,P,,,8/28/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,4545 Center Blvd-TF Cornerstone LIC - Tesla Destination,4545 Center Blvd,,Long Island City,NY,11109,Queens,,718-440-3408  877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747676,-73.956012,10/6/2022,150600,2023-01-18 15:15:20 UTC,P,,,3/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,ProPark 110-45 Queens Blvd - Tesla Destination,110-45 Queens Blvd,,Forest Hills,NY,11375,Queens,,718-793-8096  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.719885,-73.83857,10/6/2022,150614,2023-01-18 15:15:20 UTC,P,,,1/18/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,ProPark 29-10 Broadway - Tesla Destination,29-10 Broadway,,Astoria,NY,11106,Queens,,718-728-0460  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.7623317,-73.9269683,10/6/2022,150616,2023-01-18 15:15:20 UTC,P,,,1/17/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,3050 Corlear Ave - Nagle Parking Inc. - Tesla Destination,3050 Corlear Ave,,Bronx,NY,10463,Bronx,,718-708-5077  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.880142,-73.907385,10/6/2022,150624,2023-01-18 15:15:20 UTC,P,,,8/28/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Sylvan Gerard Garage - Tesla Destination,70-25 Yellowstone Blvd,,Forest Hills,NY,11375,Queens,,718-793-6773  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.7218556,-73.8491057,10/6/2022,150639,2023-01-18 15:15:20 UTC,P,,,11/30/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,19-80 Steinway - Tesla Destination,1980 Steinway St,,Astoria,NY,11105,Queens,,347-697-6733  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.776957,-73.90115,10/6/2022,150649,2023-01-18 15:15:20 UTC,P,,,7/6/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,2702 Queens Plaza South - Tesla Destination,2702 Queens Plaza S,,Long Island City,NY,11101,Queens,,718-864-2992  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.749941,-73.939887,10/6/2022,150653,2023-01-18 15:15:20 UTC,P,,,5/21/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking E 72nd Street - Tesla Destination,515 E 72nd St,,New York,NY,10021,Manhattan,,212-249-8196  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.766554,-73.952905,10/6/2022,150660,2023-01-18 15:15:20 UTC,P,,,4/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GGMC Parking MODA - Tesla Destination,89-14 Parsons Blvd,,Jamaica,NY,11432,Queens,,718-523-1475  877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.705133,-73.801443,10/6/2022,150686,2023-01-18 15:15:20 UTC,P,,,10/17/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Bruno's Bakery and Restaurant Hylan Blvd - Tesla Destination,1650 Hylan Blvd,,Staten Island,NY,10305,Staten,,718-987-5859  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.588091,-74.089936,10/6/2022,150697,2023-01-18 15:15:20 UTC,P,,,8/28/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Manhattan Parking 110 LLC - Tesla Destination,543 W 110th St,,New York,NY,10025,Manhattan,,212-222-7813  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.803934,-73.966049,10/6/2022,150722,2023-01-18 15:15:20 UTC,P,,,2/6/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Outerbridge Commons - Tesla Supercharger,2925 Veterans Road West,,New York City,NY,10309,Staten,,877-798-3752,E,,Public,24 hours daily,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.527543,-74.23131,7/1/2023,152158,2023-07-14 19:41:28 UTC,P,,,1/20/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Queens Crossing - Tesla Supercharger,136-20 38th Avenue,,Flushing,NY,11354,Queens,,877-798-3752,E,,Public,6am-12am daily,,,,,,,4,,Tesla,https://www.tesla.com/supercharger,GPS,40.760856,-73.829765,7/1/2023,153417,2023-07-14 19:41:28 UTC,P,,,1/31/2020,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Delancey and Essex Municipal Parking Garage,107 Essex Street,,New York,NY,10002,Manhattan,,866-816-7584,E,,Public,,,,,,,7,4,,EV Connect,http://evconnect.com/,GPS,40.719319,-73.988197,10/29/2023,155100,2023-10-29 01:03:17 UTC,,,,4/16/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,WCS NS1 SOUTHERN,2300 Southern Blvd,,Bronx,NY,10460,Bronx,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.850625,-73.881132,10/29/2023,162156,2023-10-29 00:19:22 UTC,,,,6/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,MASPETH FEDERAL MASPETH 1,56-18 69th St,,Maspeth,NY,11378,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.726232,-73.895705,10/29/2023,162165,2023-10-29 00:19:11 UTC,,,,6/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,PANYNJ LGA WEST 1,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773116,-73.874977,10/29/2023,162285,2023-10-29 00:16:26 UTC,,,,6/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,PANYNJ LGA WEST 3,LGA West Garage LaGuardia Airport,,East Elmhurst,NY,11371,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773009,-73.875324,10/29/2023,162287,2023-10-29 00:16:18 UTC,,,,6/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,MP 102 LLC MP 102 LLC,1214 Fifth Avenue,,New York,NY,10029,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.791267,-73.952039,10/29/2023,162472,2023-10-29 00:05:18 UTC,,,,6/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Apple West Parking,303 West 96th Street,This is located in the entrance of the ||garage||,New York,NY,10025,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.795783,-73.973678,10/28/2023,163485,2023-10-28 23:57:58 UTC,,,,6/19/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Gateway Center at Bronx Terminal Market,610 Exterior St,Level 1 across from Home Depot lot near ||the Parking Customer Service Window||,Bronx,NY,10451,Bronx,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.822142,-73.931128,10/28/2023,164227,2023-10-28 23:59:31 UTC,,,,7/15/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Manhattan Plaza,427 W 42nd St,,New York,NY,10036,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.759223,-73.992703,10/29/2023,164442,2023-10-29 00:03:51 UTC,,,,6/19/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Icon Parking - Patriot Parking,376 Greenwich Street,,New York,NY,10013,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.719772,-74.010475,10/29/2023,164680,2023-10-29 00:01:02 UTC,,,,3/20/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Tribeca Green,325 North End Ave,,New York,NY,10282,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.71695,-74.014948,10/28/2023,164713,2023-10-28 23:57:58 UTC,,,,8/27/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,I Park - 145 W 56th St,145 West 56th Street,Underground Parking||,New York,NY,10019,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.764609,-73.979517,10/29/2023,164738,2023-10-29 00:03:51 UTC,,,,8/1/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Carnegie Hill,215 E 96th St,These units are under repair.||,New York,NY,10128,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.784865,-73.948526,10/28/2023,164751,2023-10-28 23:59:03 UTC,,,,6/26/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GMC 400 East 56th Street,400 East 56th Street,,New York,NY,10022,Manhattan,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.757223,-73.963011,10/29/2023,166325,2023-10-29 01:03:27 UTC,,,,7/2/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Staten Island University Hospital (South Side 375 Sequine Ave),375 Seguine Ave,,Staten Island,NY,10309,Staten,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.516758,-74.196379,10/29/2023,166366,2023-10-29 01:03:27 UTC,,,,5/8/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Staten Island University Hospital (North Side 475 Seaview Ave.),475 Seaview Ave,,Staten Island,NY,10305,Staten,,866-816-7584,E,,Public,,,,,,,8,,,EV Connect,http://evconnect.com/,GPS,40.584709,-74.086124,10/29/2023,166368,2023-10-29 01:03:27 UTC,,,,5/7/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Staten Island Mall Dave & Buster's,2655 Richmond Ave.,,Staten Island,NY,10314,Staten,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,4,,,Volta,https://voltacharging.com/,GPS,40.58269775,-74.1678755,10/29/2023,166727,2023-10-29 01:05:14 UTC,,,,8/31/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE
ELEC,Staten Island Mall Richmond Ave Entrance,2655 Richmond Ave.,,Staten Island,NY,10314,Staten,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.5817345,-74.1684335,10/29/2023,166728,2023-10-29 01:06:09 UTC,,,,8/31/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE
ELEC,Staten Island Mall Tommy's Tavern + Tap,2655 Richmond Ave.,,Staten Island,NY,10314,Staten,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.5811275,-74.1679225,10/29/2023,166729,2023-10-29 01:06:10 UTC,,,,8/31/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE
ELEC,Staten Island Mall Macy's,2655 Richmond Ave.,,Staten Island,NY,10314,Staten,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.583139,-74.166332,10/29/2023,166730,2023-10-29 01:06:53 UTC,,,,8/31/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE
ELEC,HAMPTON INN STATION 1,1120 South Ave,,Staten Island,NY,10314,Staten,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.612696,-74.179012,10/29/2023,168146,2023-10-29 00:33:00 UTC,,,,11/5/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,532 W 122nd St,532 W 122nd St,,New York,NY,10027,Manhattan,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.811446,-73.960477,10/29/2023,168414,2023-10-29 01:03:29 UTC,,,,8/28/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,STATION 4TH FL MOTORGATE 3,680 Main St,,New York,NY,10044,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764464,-73.946924,10/29/2023,168524,2023-10-29 00:33:47 UTC,,,,11/17/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,STATION 4TH FL MOTORGATE #2,Main St/10 River Rd,,New York,NY,10044,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764208,-73.947198,10/29/2023,168525,2023-10-29 00:33:15 UTC,,,,11/17/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark 34 N 7th Street - Tesla Destination,34 N 7th St,,Brooklyn,NY,11249,Brooklyn,,718-782-1494  877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.72054,-73.962249,10/6/2022,168539,2023-01-18 15:15:20 UTC,P,,,5/22/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,551W21 SR Capital - Tesla Destination,558 West 21st Street,,New York,NY,10011,Manhattan,,  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747437,-74.007111,10/6/2022,168556,2023-01-18 15:15:20 UTC,P,,,12/28/2016,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,577 Baltic Street - Adam America Real Estate - Tesla Destination,577 Baltic Street,,Brooklyn,NY,11217,Brooklyn,,  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681151,-73.982101,10/6/2022,168557,2023-01-18 15:15:20 UTC,P,,,4/12/2017,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,610 Warren Street - Tesla Destination,610 Warren Street,,Brooklyn,NY,11217,Brooklyn,,  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681263,-73.981155,10/6/2022,168558,2023-01-18 15:15:20 UTC,P,,,6/16/2017,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,iPark 314 W 120th Street - Tesla Destination,314 West 120th Street,,New York,NY,10025,Manhattan,,646-609-6129  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.807356,-73.954354,10/6/2022,168885,2023-01-18 15:15:20 UTC,P,,,12/9/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Park Kwik - 110 Livingston - Tesla Destination,110 Livingston St,,Brooklyn,NY,11201,Brooklyn,,718-643-8205  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.6909872,-73.9901305,10/6/2022,169008,2023-01-18 15:15:20 UTC,P,,,10/11/2019,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Park Kwik - 211 Atlantic - Tesla Destination,211 Atlantic Ave,,Brooklyn,NY,11201,Brooklyn,,718-858-9356  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.6910734,-73.9901973,10/6/2022,169009,2023-01-18 15:15:20 UTC,P,,,10/11/2019,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Park Kwik-300 Ashland - Tesla Destination,300 Ashland Pl,,Brooklyn,NY,11217,Brooklyn,,718-925-3387  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.68608,-73.978252,10/6/2022,169010,2023-01-18 15:15:20 UTC,P,,,10/11/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Park N Go - E 121 St - Tesla Destination,210 E 121st St,,New York,NY,10035,Manhattan,,347-589-4139  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.800793,-73.9371,10/6/2022,169011,2023-01-18 15:15:20 UTC,P,,,10/18/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Parkit 200 West End Ave - Tesla Destination,200 West End Ave,,New York,NY,10023,Manhattan,,212-929-9404  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.778221,-73.985072,10/6/2022,169014,2023-01-18 15:15:20 UTC,P,,,7/8/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,"The Standard, East Village - Tesla Destination",25 Cooper Street,,New York,NY,10004,Manhattan,,212-575-5700  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.727797,-73.990746,10/6/2022,169201,2023-01-18 15:15:20 UTC,P,,,12/2/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,"Trump Golf Links, Ferry Point - Tesla Destination",500 Hutchinson River Parkway,,Bronx,NY,10465,Bronx,,  877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.8124589,-73.83447,10/6/2022,169223,2023-01-18 15:15:20 UTC,P,,,8/20/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Imperial Parking,332-342 E 34th St,Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||,New York,NY,10016,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.7440113,-73.9741155,10/28/2023,169851,2023-10-28 23:59:33 UTC,,,,12/3/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,STATION 4TH FL MOTORGATE #1,688 Main St,,New York,NY,10044,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764429,-73.946793,10/29/2023,169880,2023-10-29 00:33:15 UTC,,,,12/3/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,NYC FLEET DPR_ICAHN_1_L3,10 Central Rd,,New York,NY,10035,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.792194,-73.92455,10/29/2023,170122,2023-10-29 00:25:11 UTC,,,,12/12/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,SKYVIEW APARTME SKYVIEW ST2,5800 Arlington Ave,,Riverdale,NY,10471,Bronx,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.908654,-73.905897,10/29/2023,171342,2023-10-29 00:35:03 UTC,,,,1/16/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,SKYVIEW APARTME SKYVIEW ST1,5800 Arlington Ave,,Riverdale,NY,10471,Bronx,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.90872,-73.905883,10/29/2023,171476,2023-10-29 00:35:03 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,NYC FLEET DPRMBLOT8_2_L3,920 Father Capodanno Blvd,,Midland Beach,NY,10305,Staten,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.572636,-74.08616,10/29/2023,171477,2023-10-29 00:32:51 UTC,,,,1/27/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,WCS NS1 ASIA,Boston Rd,,Bronx,NY,10460,Bronx,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.846612,-73.876323,10/29/2023,173506,2023-10-29 00:19:27 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,TATABROOKFIELD #2,11 E Loop Rd,,New York,NY,10044,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.755077,-73.955605,10/29/2023,174179,2023-10-29 00:23:01 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,TATABROOKFIELD GATEWAY #1,11 E Loop Rd,,New York,NY,10044,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.755024,-73.955605,10/29/2023,174180,2023-10-29 00:23:00 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
